lambdaAM15	PhotonenAM15
1297.0	2.4276E+18
1298.0	2.5638E+18
1299.0	2.6751E+18
1300.0	2.3141E+18
1301.0	2.3759E+18
1302.0	2.5716E+18
1303.0	2.2740E+18
1304.0	1.9761E+18
1305.0	2.5249E+18
1306.0	2.5316E+18
1307.0	2.0157E+18
1308.0	2.2877E+18
1309.0	2.5347E+18
1310.0	1.9886E+18
1311.0	2.2051E+18
1312.0	2.2048E+18
1313.0	2.0751E+18
1314.0	1.9098E+18
1315.0	1.8946E+18
1316.0	2.1506E+18
1317.0	2.0725E+18
1318.0	2.2143E+18
1319.0	1.7856E+18
1320.0	1.7215E+18
1321.0	1.9888E+18
1322.0	2.0137E+18
1323.0	1.5525E+18
1324.0	1.7519E+18
1325.0	2.1523E+18
1326.0	1.8750E+18
1327.0	1.7810E+18
1328.0	1.5698E+18
1329.0	1.1898E+18
1330.0	1.5369E+18
1331.0	9.7154E+17
1332.0	9.7892E+17
1333.0	1.3643E+18
1334.0	1.1381E+18
1335.0	1.5557E+18
1336.0	1.2357E+18
1337.0	1.1090E+18
1338.0	1.2008E+18
1339.0	1.1934E+18
1340.0	1.1369E+18
1341.0	1.1518E+18
1342.0	1.2040E+18
1343.0	8.6054E+17
1344.0	5.1250E+17
1345.0	7.3930E+17
1346.0	3.9480E+17
1347.0	4.0822E+17
1348.0	3.2244E+16
1349.0	1.0989E+17
1350.0	1.0905E+17
1351.0	3.1531E+16
1352.0	1.0335E+16
1353.0	6.5542E+14
1354.0	1.9800E+15
1355.0	2.4613E+13
1356.0	3.2858E+14
1357.0	4.9106E+14
1358.0	2.8716E+13
1359.0	5.0311E+12
1360.0	1.4674E+13
1361.0	3.3023E+10
1362.0	1.2411E+08
1363.0	2.1686E+13
1364.0	9.3436E+12
1365.0	6.2454E+07
1366.0	8.8078E+13
1367.0	3.4292E+13
1368.0	1.0213E+06
1369.0	3.5656E+12
1370.0	2.0166E+12
1371.0	1.3636E+11
1372.0	1.9018E+13
1373.0	3.0731E+14
1374.0	1.2410E+15
1375.0	2.2410E+15
1376.0	1.7860E+15
1377.0	8.5171E+14
1378.0	7.7029E+15
1379.0	3.6262E+14
1380.0	5.6756E+14
1381.0	1.6510E+13
1382.0	1.7885E+13
1383.0	3.0687E+11
1384.0	4.3039E+12
1385.0	1.4591E+13
1386.0	1.7617E+13
1387.0	1.3911E+15
1388.0	2.8171E+13
1389.0	4.0680E+15
1390.0	3.4564E+15
1391.0	2.4110E+15
1392.0	1.6688E+14
1393.0	8.1358E+14
1394.0	5.3073E+14
1395.0	4.7211E+12
1396.0	4.4486E+10
1397.0	3.4547E+14
1398.0	8.9528E+15
1399.0	5.7283E+15
1400.0	2.2912E+10
1401.0	7.4353E+10
1402.0	1.2971E+16
1403.0	1.6832E+16
1404.0	5.2297E+15
1405.0	2.5812E+12
1406.0	1.4493E+16
1407.0	1.2382E+15
1408.0	1.1706E+16
1409.0	4.3979E+15
1410.0	3.3160E+15
1411.0	1.5038E+16
1412.0	1.8788E+16
1413.0	1.6634E+17
1414.0	2.5930E+15
1415.0	1.3100E+15
1416.0	2.5386E+17
1417.0	8.3995E+16
1418.0	9.6921E+16
1419.0	1.5338E+16
1420.0	5.9211E+16
1421.0	6.5641E+16
1422.0	3.3199E+17
1423.0	6.6136E+16
1424.0	1.2185E+17
1425.0	1.8569E+17
1426.0	1.9978E+17
1427.0	3.5641E+17
1428.0	3.2817E+16
1429.0	2.7388E+17
1430.0	4.4406E+17
1431.0	3.6181E+17
1432.0	1.8187E+16
1433.0	2.5885E+17
1434.0	1.5153E+17
1435.0	1.5492E+17
1436.0	2.7762E+17
1437.0	2.1645E+17
1438.0	9.6142E+16
1439.0	3.7023E+17
1440.0	2.8746E+17
1441.0	2.3100E+17
1442.0	2.6399E+17
1443.0	3.2779E+17
1444.0	4.4979E+17
1445.0	3.6240E+17
1446.0	1.6834E+17
1447.0	2.6416E+17
1448.0	8.4446E+17
1449.0	7.4599E+17
1450.0	2.0037E+17
1451.0	8.2441E+16
1452.0	4.5645E+17
1453.0	6.0045E+17
1454.0	1.0085E+18
1455.0	4.8518E+17
1456.0	6.4962E+17
1457.0	8.5933E+17
1458.0	1.0027E+18
1459.0	1.1993E+18
1460.0	6.2868E+17
1461.0	6.6487E+17
1462.0	9.6251E+17
1463.0	3.1878E+17
1464.0	1.1206E+18
1465.0	6.8963E+17
1466.0	4.8181E+17
1467.0	2.6662E+17
1468.0	5.6938E+17
1469.0	7.0234E+17
1470.0	3.6812E+17
1471.0	1.3235E+17
1472.0	3.4705E+17
1473.0	5.2124E+17
1474.0	7.2327E+17
1475.0	1.3728E+18
1476.0	5.1174E+17
1477.0	5.1922E+17
1478.0	4.7296E+17
1479.0	8.9474E+17
1480.0	4.5239E+17
1481.0	8.6072E+17
1482.0	4.3696E+17
1483.0	1.1108E+18
1484.0	1.0284E+18
1485.0	9.3595E+17
1486.0	9.2437E+17
1487.0	4.5447E+17
1488.0	7.0644E+17
1489.0	1.4241E+18
1490.0	1.3128E+18
1491.0	1.4865E+18
1492.0	1.2365E+18
1493.0	1.3665E+18
1494.0	1.5339E+18
1495.0	1.3756E+18
1496.0	1.2709E+18
1497.0	1.7243E+18
1498.0	1.4323E+18
1499.0	1.6442E+18
1500.0	1.8950E+18
1501.0	2.0091E+18
1502.0	1.7684E+18
1503.0	1.4011E+18
1504.0	1.2153E+18
1505.0	1.3961E+18
1506.0	1.9566E+18
1507.0	1.9382E+18
1508.0	1.8474E+18
1509.0	1.4217E+18
1510.0	2.0592E+18
1511.0	2.0165E+18
1512.0	1.9869E+18
1513.0	1.8487E+18
1514.0	1.7226E+18
1515.0	2.0294E+18
1516.0	1.9627E+18
1517.0	1.9064E+18
1518.0	1.9292E+18
1519.0	1.8712E+18
1520.0	2.0267E+18
1521.0	2.1089E+18
1522.0	2.0238E+18
1523.0	2.1500E+18
1524.0	2.1157E+18
1525.0	1.9898E+18
1526.0	2.0574E+18
1527.0	2.0183E+18
1528.0	2.1512E+18
1529.0	2.0999E+18
1530.0	1.9684E+18
1531.0	2.0817E+18
1532.0	2.1499E+18
1533.0	2.1417E+18
1534.0	2.0795E+18
1535.0	2.0649E+18
1536.0	2.1265E+18
1537.0	2.1180E+18
1538.0	2.1090E+18
1539.0	2.1176E+18
1540.0	2.0565E+18
1541.0	2.0899E+18
1542.0	2.0931E+18
1543.0	2.1163E+18
1544.0	2.1178E+18
1545.0	2.1577E+18
1546.0	2.1417E+18
1547.0	2.1297E+18
1548.0	2.0816E+18
1549.0	2.1350E+18
1550.0	2.1089E+18
1551.0	2.1155E+18
1552.0	2.1266E+18
1553.0	2.1241E+18
1554.0	2.0739E+18
1555.0	2.0976E+18
1556.0	2.0637E+18
1557.0	2.1240E+18
1558.0	2.1086E+18
1559.0	2.1068E+18
1560.0	2.0893E+18
1561.0	2.1248E+18
1562.0	2.1068E+18
1563.0	2.1011E+18
1564.0	2.0707E+18
1565.0	2.1086E+18
1566.0	2.0718E+18
1567.0	2.0781E+18
1568.0	2.0331E+18
1569.0	2.0131E+18
1570.0	1.9133E+18
1571.0	1.8616E+18
1572.0	1.8840E+18
1573.0	1.8560E+18
1574.0	1.9158E+18
1575.0	1.9034E+18
1576.0	1.9606E+18
1577.0	1.7173E+18
1578.0	1.8706E+18
1579.0	1.8842E+18
1580.0	1.9485E+18
1581.0	1.9821E+18
1582.0	1.9295E+18
1583.0	1.9754E+18
1584.0	1.9886E+18
1585.0	2.0673E+18
1586.0	2.0442E+18
1587.0	2.0242E+18
1588.0	2.0098E+18
1589.0	1.8610E+18
1590.0	1.9380E+18
1591.0	1.9406E+18
1592.0	2.0244E+18
1593.0	2.0745E+18
1594.0	2.0590E+18
1595.0	2.0763E+18
1596.0	1.9673E+18
1597.0	1.9878E+18
1598.0	2.0478E+18
1599.0	1.9508E+18
1600.0	1.9204E+18
1601.0	1.8016E+18
1602.0	1.8100E+18
1603.0	1.8098E+18
1604.0	1.8469E+18
1605.0	1.9161E+18
1606.0	1.9543E+18
1607.0	1.8872E+18
1608.0	1.8635E+18
1609.0	1.8434E+18
1610.0	1.7660E+18
1611.0	1.8418E+18
1612.0	1.8752E+18
1613.0	1.9286E+18
1614.0	1.9395E+18
1615.0	1.9623E+18
1616.0	1.8777E+18
1617.0	1.9127E+18
1618.0	1.9862E+18
1619.0	1.9669E+18
1620.0	1.9149E+18
1621.0	1.9146E+18
1622.0	1.9422E+18
1623.0	1.9837E+18
1624.0	1.9868E+18
1625.0	1.9481E+18
1626.0	1.9648E+18
1627.0	1.9748E+18
1628.0	1.9799E+18
1629.0	1.9821E+18
1630.0	1.9433E+18
1631.0	1.9573E+18
1632.0	1.9597E+18
1633.0	1.9153E+18
1634.0	1.9177E+18
1635.0	1.9259E+18
1636.0	1.9413E+18
1637.0	1.8732E+18
1638.0	1.8171E+18
1639.0	1.8198E+18
1640.0	1.7784E+18
1641.0	1.8166E+18
1642.0	1.8278E+18
1643.0	1.7836E+18
1644.0	1.8526E+18
1645.0	1.8096E+18
1646.0	1.8046E+18
1647.0	1.8903E+18
1648.0	1.7990E+18
1649.0	1.8177E+18
1650.0	1.8736E+18
1651.0	1.7357E+18
1652.0	1.8631E+18
1653.0	1.8563E+18
1654.0	1.7995E+18
1655.0	1.8547E+18
1656.0	1.8450E+18
1657.0	1.8563E+18
1658.0	1.8794E+18
1659.0	1.8499E+18
1660.0	1.8687E+18
1661.0	1.8742E+18
1662.0	1.8355E+18
1663.0	1.8640E+18
1664.0	1.8536E+18
1665.0	1.7775E+18
1666.0	1.5019E+18
1667.0	1.7704E+18
1668.0	1.8043E+18
1669.0	1.8102E+18
1670.0	1.8662E+18
1671.0	1.8430E+18
1672.0	1.7824E+18
1673.0	1.8241E+18
1674.0	1.8206E+18
1675.0	1.8036E+18
1676.0	1.7865E+18
1677.0	1.7946E+18
1678.0	1.7691E+18
1679.0	1.8030E+18
1680.0	1.7410E+18
1681.0	1.6479E+18
1682.0	1.7268E+18
1683.0	1.7737E+18
1684.0	1.6806E+18
1685.0	1.8110E+18
1686.0	1.7870E+18
1687.0	1.7420E+18
1688.0	1.7880E+18
1689.0	1.7640E+18
1690.0	1.7484E+18
1691.0	1.6454E+18
1692.0	1.7662E+18
1693.0	1.8036E+18
1694.0	1.7486E+18
1695.0	1.7916E+18
1696.0	1.7887E+18
1697.0	1.5490E+18
1698.0	1.7752E+18
1699.0	1.7601E+18
1700.0	1.7118E+18
1702.0	1.7499E+18
1705.0	1.6999E+18
1710.0	1.6197E+18
1715.0	1.6396E+18
1720.0	1.6212E+18
1725.0	1.5485E+18
1730.0	1.5180E+18
1735.0	1.4128E+18
1740.0	1.4752E+18
1745.0	1.3618E+18
1750.0	1.4614E+18
1755.0	1.3537E+18
1760.0	1.4194E+18
1765.0	1.1819E+18
1770.0	1.2645E+18
1775.0	1.0276E+18
1780.0	9.0178E+17
1785.0	6.9268E+17
1790.0	8.0221E+17
1795.0	4.2466E+17
1800.0	2.8880E+17
1805.0	1.3480E+17
1810.0	8.8423E+16
1815.0	3.0025E+16
1820.0	9.0603E+15
1825.0	1.1724E+16
1830.0	4.8008E+13
1835.0	5.9377E+13
1840.0	5.8159E+11
1845.0	5.8276E+13
1850.0	2.7971E+13
1855.0	2.6553E+12
1860.0	1.0455E+14
1865.0	1.5965E+14
1870.0	2.5133E+09
1875.0	4.2656E+09
1880.0	7.3452E+14
1885.0	4.1705E+14
1890.0	2.1278E+15
1895.0	1.2368E+15
1900.0	8.2581E+12
1905.0	5.4418E+12
1910.0	2.2188E+14
1915.0	1.9256E+14
1920.0	4.3621E+15
1925.0	9.0843E+15
1930.0	5.3745E+15
1935.0	3.5052E+16
1940.0	3.2097E+16
1945.0	1.0651E+17
1950.0	1.6442E+17
1955.0	9.8906E+16
1960.0	2.1644E+17
1965.0	2.8293E+17
1970.0	4.8508E+17
1975.0	6.7558E+17
1980.0	7.5369E+17
1985.0	8.3115E+17
1990.0	8.5883E+17
1995.0	8.1651E+17
2000.0	3.8469E+17
2005.0	1.5162E+17
2010.0	4.0274E+17
2015.0	2.7068E+17
2020.0	4.5803E+17
2025.0	7.5549E+17
2030.0	8.6834E+17
2035.0	9.8876E+17
2040.0	9.2327E+17
2045.0	9.3886E+17
2050.0	7.0196E+17
2055.0	5.6878E+17
2060.0	7.1853E+17
2065.0	6.4409E+17
2070.0	6.8532E+17
2075.0	8.1005E+17
2080.0	9.1024E+17
2085.0	8.9446E+17
2090.0	9.3872E+17
2095.0	9.4780E+17
2100.0	9.1181E+17
2105.0	9.8847E+17
2110.0	9.5360E+17
2115.0	9.7738E+17
2120.0	9.3604E+17
2125.0	9.4943E+17
2130.0	9.6393E+17
2135.0	9.6909E+17
2140.0	9.7916E+17
2145.0	9.6760E+17
2150.0	9.1732E+17
2155.0	9.2164E+17
2160.0	9.1648E+17
2165.0	8.3282E+17
2170.0	8.9695E+17
2175.0	8.8204E+17
2180.0	8.9901E+17
2185.0	8.2113E+17
2190.0	8.7289E+17
2195.0	8.7404E+17
2200.0	7.8964E+17
2205.0	8.2265E+17
2210.0	8.8361E+17
2215.0	8.5164E+17
2220.0	8.6987E+17
2225.0	8.4629E+17
2230.0	8.5179E+17
2235.0	8.3709E+17
2240.0	8.2563E+17
2245.0	8.0167E+17
2250.0	8.1592E+17
2255.0	7.6946E+17
2260.0	7.6249E+17
2265.0	7.7797E+17
2270.0	7.4227E+17
2275.0	7.3421E+17
2280.0	7.6187E+17
2285.0	7.2659E+17
2290.0	7.2980E+17
2295.0	7.0878E+17
2300.0	6.8202E+17
2305.0	6.8753E+17
2310.0	7.4374E+17
2315.0	6.7850E+17
2320.0	6.0850E+17
2325.0	6.5885E+17
2330.0	6.6742E+17
2335.0	6.8231E+17
2340.0	5.4067E+17
2345.0	6.0760E+17
2350.0	4.9205E+17
2355.0	5.6357E+17
2360.0	5.9765E+17
2365.0	5.8905E+17
2370.0	3.6817E+17
2375.0	5.2854E+17
2380.0	5.1052E+17
2385.0	3.7061E+17
2390.0	4.4709E+17
2395.0	4.9010E+17
2400.0	5.3414E+17
2405.0	4.0734E+17
2410.0	4.1078E+17
2415.0	3.3235E+17
2420.0	3.2437E+17
2425.0	4.0436E+17
2430.0	5.5244E+17
2435.0	1.8262E+17
2440.0	5.3196E+17
2445.0	2.5634E+17
2450.0	1.6810E+17
2455.0	3.0757E+17
2460.0	4.1373E+17
2465.0	3.0006E+17
2470.0	2.0827E+17
2475.0	2.0530E+17
2480.0	1.0051E+17
2485.0	7.0278E+16
2490.0	4.4074E+16
2495.0	3.6187E+16
2500.0	8.9026E+16
2505.0	1.9183E+16
2510.0	2.8042E+16
2515.0	6.5774E+15
2520.0	4.7071E+15
2525.0	5.2687E+14
2530.0	8.1104E+12
2535.0	2.2366E+12
2540.0	4.8292E+12
2545.0	6.8967E+08
2550.0	3.6278E+06
2555.0	1.3440E+10
2560.0	4.0031E+08
2565.0	2.0630E+05
2570.0	1.9767E+01
2575.0	1.4001E-08
2580.0	4.9700E-03
2585.0	2.2405E-15
2590.0	7.1538E-12
2595.0	2.9875E-14
2600.0	5.8864E-09
2605.0	7.6234E-16
2610.0	7.8214E-15
2615.0	1.4759E-18
2620.0	7.4628E-10
2625.0	5.1193E-09
2630.0	3.7156E-26
2635.0	5.1839E+03
2640.0	1.5637E+03
2645.0	1.1998E+01
2650.0	1.9096E+00
2655.0	1.7577E-08
2660.0	3.4954E-06
2665.0	1.4943E-18
2670.0	0.0000E+00
2675.0	0.0000E+00
2680.0	0.0000E+00
2685.0	0.0000E+00
2690.0	1.3867E-10
2695.0	9.6842E-14
2700.0	0.0000E+00
2705.0	3.9973E-23
2710.0	1.5369E-16
2715.0	5.2770E-07
2720.0	7.6855E-26
2725.0	1.0019E-02
2730.0	8.3581E+00
2735.0	7.5674E-02
2740.0	3.2202E-08
2745.0	1.8191E-04
2750.0	2.3079E-09
2755.0	9.3412E-25
2760.0	0.0000E+00
2765.0	3.7322E-08
2770.0	1.1700E-04
2775.0	5.5941E-19
2780.0	6.7361E-15
2785.0	5.4564E-08
2790.0	1.7116E+03
2795.0	5.1011E+03
2800.0	2.3267E+07
2805.0	9.5413E+05
2810.0	5.6990E+09
2815.0	4.0705E+09
2820.0	2.9210E+08
2825.0	2.5071E+12
2830.0	5.5649E+13
2835.0	3.0406E+09
2840.0	2.8073E+12
2845.0	5.8191E+14
2850.0	1.6617E+13
2855.0	6.4572E+12
2860.0	3.6556E+14
2865.0	2.4210E+15
2870.0	9.1332E+13
2875.0	5.6768E+15
2880.0	3.5894E+15
2885.0	6.5927E+15
2890.0	2.7131E+15
2895.0	3.8882E+16
2900.0	1.1863E+16
2905.0	1.6249E+15
2910.0	3.9930E+16
2915.0	1.8487E+16
2920.0	4.2610E+16
2925.0	1.5976E+16
2930.0	8.6933E+16
2935.0	9.6025E+16
2940.0	2.4117E+16
2945.0	2.1510E+16
2950.0	7.7739E+16
2955.0	3.4799E+16
2960.0	6.8594E+16
2965.0	1.1117E+17
2970.0	5.2750E+15
2975.0	1.2812E+16
2980.0	2.0101E+16
2985.0	1.0477E+17
2990.0	1.5495E+17
2995.0	6.4550E+16
3000.0	1.1867E+17
3005.0	4.3787E+16
3010.0	1.0391E+17
3015.0	8.4429E+16
3020.0	9.6471E+15
3025.0	1.1441E+17
3030.0	9.2795E+16
3035.0	3.8227E+16
3040.0	3.1020E+16
3045.0	6.4607E+16
3050.0	1.5868E+16
3055.0	4.4579E+15
3060.0	9.7198E+16
3065.0	4.4981E+16
3070.0	2.7070E+16
3075.0	9.3348E+16
3080.0	5.6242E+16
3085.0	2.7481E+16
3090.0	3.7080E+16
3095.0	1.0221E+16
3100.0	6.8774E+16
3105.0	1.4424E+16
3110.0	1.3258E+16
3115.0	3.5609E+16
3120.0	1.5444E+17
3125.0	4.7714E+16
3130.0	9.0905E+16
3135.0	1.8089E+17
3140.0	5.2616E+16
3145.0	5.1552E+16
3150.0	1.0598E+17
3155.0	8.9646E+16
3160.0	1.4706E+17
3165.0	2.2364E+17
3170.0	2.0000E+17
3175.0	1.4773E+17
3180.0	1.7026E+17
3185.0	1.2977E+17
3190.0	6.8163E+16
3195.0	4.3368E+16
3200.0	7.0724E+15
3205.0	5.0041E+15
3210.0	2.2062E+15
3215.0	8.0632E+15
3220.0	2.6116E+16
3225.0	3.2311E+15
3230.0	5.5490E+15
3235.0	1.1895E+17
3240.0	6.1189E+16
3245.0	1.2008E+16
3250.0	4.2706E+16
3255.0	1.6306E+17
3260.0	2.0128E+16
3265.0	4.0266E+16
3270.0	2.0087E+16
3275.0	9.7842E+16
3280.0	4.7361E+16
3285.0	1.8427E+17
3290.0	1.4523E+17
3295.0	2.0321E+16
3300.0	2.9601E+16
3305.0	6.5669E+16
3310.0	6.5466E+16
3315.0	2.6960E+14
3320.0	1.0039E+15
3325.0	5.8978E+16
3330.0	7.8252E+16
3335.0	1.5247E+17
3340.0	5.8259E+16
3345.0	5.9705E+16
3350.0	1.3557E+17
3355.0	6.1406E+16
3360.0	8.8757E+16
3365.0	1.2197E+17
3370.0	6.6914E+16
3375.0	1.4386E+17
3380.0	8.7092E+16
3385.0	1.2780E+17
3390.0	1.6841E+17
3395.0	1.6338E+17
3400.0	2.1440E+17
3405.0	7.6543E+16
3410.0	1.2171E+17
3415.0	1.2528E+17
3420.0	2.2697E+17
3425.0	1.7276E+17
3430.0	1.5024E+17
3435.0	2.0005E+17
3440.0	1.3933E+17
3445.0	1.9655E+17
3450.0	1.9397E+17
3455.0	1.4471E+17
3460.0	2.1854E+17
3465.0	1.7149E+17
3470.0	2.1452E+17
3475.0	1.9169E+17
3480.0	1.9690E+17
3485.0	2.1246E+17
3490.0	1.8330E+17
3495.0	2.1609E+17
3500.0	2.1026E+17
3505.0	2.0865E+17
3510.0	2.1167E+17
3515.0	2.0366E+17
3520.0	2.1510E+17
3525.0	2.0307E+17
3530.0	1.9800E+17
3535.0	1.6850E+17
3540.0	1.6116E+17
3545.0	1.7054E+17
3550.0	1.8858E+17
3555.0	1.6233E+17
3560.0	1.9373E+17
3565.0	1.9500E+17
3570.0	1.5005E+17
3575.0	1.5578E+17
3580.0	1.8384E+17
3585.0	1.6567E+17
3590.0	1.7106E+17
3595.0	1.7524E+17
3600.0	1.8623E+17
3605.0	1.8825E+17
3610.0	1.7249E+17
3615.0	1.7262E+17
3620.0	2.1194E+17
3625.0	1.8710E+17
3630.0	1.8216E+17
3635.0	1.8872E+17
3640.0	2.1065E+17
3645.0	1.9475E+17
3650.0	1.8626E+17
3655.0	2.0227E+17
3660.0	2.0136E+17
3665.0	1.8943E+17
3670.0	1.4616E+17
3675.0	8.9452E+16
3680.0	1.5455E+17
3685.0	1.7532E+17
3690.0	1.8029E+17
3695.0	1.8872E+17
3700.0	2.0289E+17
3705.0	2.0115E+17
3710.0	1.7513E+17
3715.0	1.7277E+17
3720.0	1.9457E+17
3725.0	2.0088E+17
3730.0	1.7432E+17
3735.0	1.6161E+17
3740.0	1.6684E+17
3745.0	1.9503E+17
3750.0	1.7562E+17
3755.0	1.7020E+17
3760.0	1.6800E+17
3765.0	1.6228E+17
3770.0	1.7340E+17
3775.0	1.7226E+17
3780.0	1.8244E+17
3785.0	1.6814E+17
3790.0	1.4819E+17
3795.0	1.6967E+17
3800.0	1.8886E+17
3805.0	1.7848E+17
3810.0	1.5836E+17
3815.0	1.4918E+17
3820.0	1.8592E+17
3825.0	1.8328E+17
3830.0	1.8520E+17
3835.0	1.4869E+17
3840.0	1.7374E+17
3845.0	1.7018E+17
3850.0	1.7132E+17
3855.0	1.6534E+17
3860.0	1.5555E+17
3865.0	1.5779E+17
3870.0	1.4359E+17
3875.0	1.3209E+17
3880.0	1.2780E+17
3885.0	1.3262E+17
3890.0	1.3495E+17
3895.0	1.4679E+17
3900.0	1.5581E+17
3905.0	1.5604E+17
3910.0	1.4064E+17
3915.0	1.3789E+17
3920.0	1.3727E+17
3925.0	1.3557E+17
3930.0	1.3967E+17
3935.0	1.4588E+17
3940.0	1.4703E+17
3945.0	1.4997E+17
3950.0	1.5188E+17
3955.0	1.5391E+17
3960.0	1.5467E+17
3965.0	1.5602E+17
3970.0	1.5371E+17
3975.0	1.5048E+17
3980.0	1.4821E+17
3985.0	1.4931E+17
3990.0	1.4828E+17
3995.0	1.4520E+17
4000.0	1.4325E+17
